Invoice Number,Date,Time,Internal Toy ID Number,Toy Item Number,Toy Company,Toy Name,Suggested Age,Price Per Toy,Units Sold,Total Line Revenue,Total COGS,Payment,Cashier ID,Member?,Coupon?,Purchaser Age,Parking Validation?
657703,11/20/2010,11:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Discover,U.W.|880-9683,No,No,31,No
657712,11/20/2010,18:11,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,U.W.|880-9683,No,No,42,No
657751,11/20/2010,10:41,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Mastercard,H.B.|880-3254,No,No,48,No
657751,11/20/2010,10:41,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,H.B.|880-3254,No,No,48,No
657769,11/20/2010,18:34,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Cash,S.V.|880-5987,No,No,30,No
657815,11/20/2010,12:12,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,P.N.|880-3021,No,No,44,No
657839,11/21/2010,15:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Mastercard,N.W.|880-6237,No,No,35,No
657858,11/21/2010,12:19,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,N.C.|880-3850,No,No,50,No
657884,11/21/2010,15:37,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,V.W.|880-4523,No,No,30,No
657887,11/21/2010,13:09,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,D.S.|880-7532,No,No,38,No
657921,11/22/2010,8:58,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,Y.P.|880-6894,No,No,30,Yes
657945,11/22/2010,13:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,S.Y.|880-3139,No,No,30,No
657946,11/22/2010,19:31,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Cash,V.W.|880-8599,No,No,31,No
657946,11/22/2010,19:31,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,4,$131.80 ,$76.44 ,Cash,V.W.|880-8599,No,No,31,No
657946,11/22/2010,19:31,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,V.W.|880-8599,No,No,31,No
657967,11/23/2010,13:55,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Mastercard,C.X.|880-3590,No,No,36,No
657971,11/23/2010,10:58,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Discover,H.B.|880-3254,No,No,50,Yes
657973,11/23/2010,10:14,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,B.Y.|880-6845,Yes,No,25,No
657985,11/23/2010,15:29,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,U.W.|880-9683,No,No,30,No
658025,11/23/2010,9:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Discover,Z.T.|880-7477,No,No,44,No
658054,11/24/2010,14:09,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,H.B.|880-3254,No,No,29,No
658088,11/24/2010,16:13,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.U.|880-2953,No,No,38,No
658095,11/24/2010,18:35,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,L.C.|880-6872,Yes,Yes,30,Yes
658095,11/24/2010,18:35,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.C.|880-6872,Yes,Yes,30,Yes
658135,11/25/2010,16:22,L194/FY,194,Lego,Family,4 and up,$14.95 ,1,$14.95 ,$8.37 ,Visa,U.O.|880-3720,No,No,49,No
658157,11/26/2010,16:59,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Visa,Z.Q.|880-4240,No,No,34,No
658183,11/26/2010,15:34,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,B.X.|880-9149,No,No,39,No
658183,11/26/2010,15:34,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,B.X.|880-9149,No,No,39,No
658221,11/26/2010,15:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.C.|880-6872,No,No,11,No
658267,11/26/2010,18:50,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,N.C.|880-3850,No,No,34,No
658278,11/26/2010,19:56,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,L.W.|880-4986,No,No,36,No
658280,11/26/2010,11:15,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Discover,S.Y.|880-3139,No,No,32,No
658330,11/26/2010,19:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,U.O.|880-3720,No,No,36,No
658361,11/27/2010,15:36,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,1,$32.95 ,$19.11 ,Visa,B.Y.|880-6845,No,Yes,47,No
658387,11/27/2010,12:25,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Discover,N.W.|880-6237,No,No,32,No
658404,11/27/2010,12:16,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,S.V.|880-5987,No,Yes,21,No
658406,11/27/2010,10:55,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,B.Y.|880-6845,No,No,34,No
658406,11/27/2010,10:55,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,B.Y.|880-6845,No,No,34,No
658456,11/27/2010,14:18,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.S.|880-7532,No,No,66,No
658456,11/27/2010,14:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,D.S.|880-7532,No,No,66,No
658476,11/28/2010,15:13,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,V.W.|880-4523,No,No,34,No
658499,11/28/2010,16:56,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,Z.T.|880-7477,No,No,39,No
658521,11/28/2010,14:47,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,B.B.|880-9330,No,No,66,No
658562,11/28/2010,13:23,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.U.|880-2953,No,No,34,No
658599,11/28/2010,14:37,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,D.Z.|880-1179,No,Yes,41,No
658628,11/28/2010,13:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,W.C.|880-4861,Yes,No,48,No
658641,11/28/2010,16:19,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.Y.|880-6845,No,No,34,No
658688,11/29/2010,13:30,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,L.W.|880-4986,No,No,53,No
658701,11/29/2010,11:31,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Mastercard,L.W.|880-4986,No,No,43,No
658715,11/29/2010,12:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Mastercard,V.W.|880-8599,No,No,39,No
658755,11/29/2010,12:24,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,4,$37.80 ,$18.52 ,Visa,V.W.|880-8599,No,No,31,No
658773,11/29/2010,11:57,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,A.U.|880-2167,No,No,34,No
658817,11/30/2010,11:05,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,N.C.|880-3850,No,No,31,Yes
658851,11/30/2010,14:02,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,W.C.|880-4861,No,No,36,No
658858,11/30/2010,11:50,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,W.B.|880-9647,No,No,38,No
658894,11/30/2010,12:46,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Cash,D.W.|880-7199,No,Yes,43,No
658894,11/30/2010,12:46,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,D.W.|880-7199,No,Yes,43,No
658915,12/1/2010,18:03,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,S.V.|880-5987,No,No,39,No
658942,12/1/2010,11:16,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,2,$65.90 ,$38.22 ,Visa,V.W.|880-8599,No,No,31,No
658968,12/1/2010,11:03,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,4,$19.80 ,$10.08 ,Cash,S.V.|880-5987,No,No,27,Yes
659005,12/1/2010,13:00,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,Y.P.|880-6894,No,No,36,No
659005,12/1/2010,13:00,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Y.P.|880-6894,No,No,36,No
659007,12/2/2010,13:16,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,N.W.|880-6237,Yes,Yes,30,No
659039,12/2/2010,11:30,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Mastercard,N.W.|880-6237,Yes,No,55,Yes
659065,12/2/2010,16:13,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,N.W.|880-6237,No,No,33,Yes
659082,12/2/2010,12:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Check,D.W.|880-7199,No,No,39,Yes
659106,12/2/2010,18:23,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Discover,H.B.|880-3254,No,No,34,No
659126,12/2/2010,15:17,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.S.|880-7532,No,No,39,Yes
659155,12/2/2010,16:20,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,Y.P.|880-6894,No,No,32,No
659189,12/2/2010,14:21,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Z.Q.|880-4240,No,No,47,No
659211,12/3/2010,11:55,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,H.B.|880-3254,No,No,32,No
659219,12/3/2010,13:50,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.X.|880-9149,No,No,25,Yes
659261,12/3/2010,11:11,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,V.W.|880-4523,No,No,40,No
659269,12/3/2010,13:43,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,P.N.|880-3021,No,No,44,Yes
659277,12/4/2010,9:50,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Cash,D.Z.|880-1179,Yes,No,73,Yes
659294,12/4/2010,11:57,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,Y.P.|880-6894,No,No,25,No
659294,12/4/2010,11:57,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,Y.P.|880-6894,No,No,25,No
659343,12/5/2010,16:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,B.Y.|880-6845,No,No,47,No
659353,12/5/2010,11:27,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,V.W.|880-8599,No,No,27,Yes
659395,12/5/2010,14:23,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,C.X.|880-3590,No,No,48,No
659439,12/5/2010,8:54,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.W.|880-7199,No,No,41,No
659439,12/5/2010,8:54,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Mastercard,D.W.|880-7199,No,No,41,No
659457,12/5/2010,16:34,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.S.|880-7532,No,No,25,Yes
659478,12/6/2010,16:59,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,L.C.|880-6872,No,No,42,No
659504,12/6/2010,14:31,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Cash,S.Y.|880-3139,No,No,29,No
659552,12/6/2010,13:47,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,L.C.|880-6872,No,No,30,No
659552,12/6/2010,13:47,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,L.C.|880-6872,No,No,30,No
659591,12/6/2010,16:34,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,P.N.|880-3021,No,No,58,No
659591,12/6/2010,16:34,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,P.N.|880-3021,No,No,58,No
659616,12/6/2010,17:54,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,Z.T.|880-7477,No,No,35,No
659629,12/6/2010,11:29,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,37,No
659646,12/6/2010,12:03,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Mastercard,H.B.|880-3254,No,No,27,No
659651,12/6/2010,16:55,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.W.|880-7199,No,No,38,Yes
659692,12/6/2010,14:40,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,W.B.|880-9647,Yes,No,38,Yes
659699,12/6/2010,14:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,V.W.|880-8599,No,No,53,Yes
659700,12/6/2010,11:45,D218/FN,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,P.N.|880-3021,No,No,34,No
659720,12/8/2010,16:45,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,P.N.|880-3021,No,No,18,No
659720,12/8/2010,16:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,P.N.|880-3021,No,No,18,No
659731,12/8/2010,11:16,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,Y.P.|880-6894,Yes,No,43,No
659750,12/9/2010,15:01,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,27,No
659750,12/9/2010,15:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,L.W.|880-4986,No,No,27,No
659750,12/9/2010,15:01,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,L.W.|880-4986,No,No,27,No
659759,12/9/2010,13:17,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.Y.|880-3139,No,No,30,No
659765,12/9/2010,14:23,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,Z.Q.|880-4240,Yes,No,27,No
659788,12/10/2010,10:32,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Check,H.B.|880-3254,No,No,7,Yes
659807,12/10/2010,13:36,D192/PN,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.Y.|880-6845,No,No,50,No
659830,12/10/2010,10:07,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,W.C.|880-4861,No,No,31,Yes
659835,12/10/2010,16:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Visa,W.B.|880-9647,No,No,44,No
659855,12/10/2010,18:27,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,U.O.|880-3720,No,No,67,No
659882,12/10/2010,13:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,Z.T.|880-7477,Yes,Yes,46,No
659895,12/11/2010,11:38,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,L.C.|880-6872,No,No,25,No
659916,12/12/2010,14:19,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,1,$9.45 ,$4.63 ,Visa,C.X.|880-3590,No,No,42,Yes
659916,12/12/2010,14:19,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,C.X.|880-3590,No,No,42,Yes
659936,12/13/2010,11:38,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,L.C.|880-6872,No,No,38,No
659976,12/13/2010,12:45,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,W.C.|880-4861,No,No,25,No
659976,12/13/2010,12:45,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,W.C.|880-4861,No,No,25,No
659976,12/13/2010,12:45,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,W.C.|880-4861,No,No,25,No
660004,12/13/2010,16:22,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,W.B.|880-9647,Yes,No,43,No
660020,12/14/2010,20:35,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Gift Card,B.X.|880-9149,No,No,67,No
660045,12/14/2010,13:21,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,B.X.|880-9149,No,No,34,Yes
660045,12/14/2010,13:21,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,B.X.|880-9149,No,No,34,Yes
660066,12/14/2010,11:16,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Mastercard,D.U.|880-2953,No,No,34,No
660066,12/14/2010,11:16,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,D.U.|880-2953,No,No,34,No
660066,12/14/2010,11:16,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.U.|880-2953,No,No,34,No
660097,12/14/2010,14:00,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,B.X.|880-9149,Yes,Yes,39,No
660117,12/15/2010,13:02,D192/PN,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.V.|880-5987,Yes,No,35,No
660150,12/15/2010,10:01,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,B.B.|880-9330,No,No,38,No
660150,12/15/2010,10:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Gift Card,B.B.|880-9330,No,No,38,No
660165,12/15/2010,13:51,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.B.|880-9330,No,No,41,No
660208,12/15/2010,15:15,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Z.Q.|880-4240,No,No,39,No
660241,12/15/2010,12:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,L.C.|880-6872,No,Yes,41,Yes
660241,12/15/2010,12:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,L.C.|880-6872,No,Yes,41,Yes
660275,12/16/2010,11:27,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,W.B.|880-9647,No,No,44,Yes
660317,12/16/2010,13:17,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,U.W.|880-9683,No,No,38,No
660317,12/16/2010,13:17,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,U.W.|880-9683,No,No,38,No
660341,12/16/2010,10:45,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,L.W.|880-4986,No,No,40,No
660374,12/16/2010,15:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,U.O.|880-3720,No,Yes,40,No
660374,12/16/2010,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,U.O.|880-3720,No,Yes,40,No
660413,12/16/2010,13:23,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,No,No,38,No
660413,12/16/2010,13:23,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,No,No,38,No
660459,12/16/2010,15:48,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,S.V.|880-5987,No,No,35,No
660490,12/16/2010,10:12,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,L.W.|880-4986,No,No,34,Yes
660503,12/16/2010,20:53,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,C.X.|880-3590,No,No,29,No
660544,12/16/2010,15:32,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,Z.Q.|880-4240,No,No,40,No
660556,12/16/2010,12:57,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.W.|880-6237,No,No,41,No
660562,12/17/2010,15:18,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,H.B.|880-3254,Yes,No,32,No
660563,12/17/2010,11:56,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,B.B.|880-9330,No,No,36,No
660571,12/17/2010,10:11,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,U.O.|880-3720,No,No,40,No
660571,12/17/2010,10:11,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,U.O.|880-3720,No,No,40,No
660576,12/18/2010,15:12,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,N.W.|880-6237,No,No,30,Yes
660585,12/18/2010,12:06,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Mastercard,B.Y.|880-6845,No,Yes,40,No
660585,12/18/2010,12:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,B.Y.|880-6845,No,Yes,40,No
660633,12/18/2010,11:17,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,S.V.|880-5987,No,No,36,No
660633,12/18/2010,11:17,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,S.V.|880-5987,No,No,36,No
660668,12/18/2010,12:24,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Visa,B.Y.|880-6845,No,No,42,No
660668,12/18/2010,12:24,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.Y.|880-6845,No,No,42,No
660685,12/19/2010,12:01,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Gift Card,N.W.|880-6237,No,No,31,No
660685,12/19/2010,12:01,L340/FS,340,Lego,Fire Trucks,6 and up,$34.95 ,2,$69.90 ,$39.84 ,Gift Card,N.W.|880-6237,No,No,31,No
660685,12/19/2010,12:01,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,N.W.|880-6237,No,No,31,No
660707,12/20/2010,12:01,D192/PN,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,A.U.|880-2167,No,No,30,No
660757,12/20/2010,12:59,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,B.Y.|880-6845,No,No,51,Yes
660805,12/21/2010,13:11,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,D.S.|880-7532,No,No,45,No
660845,12/21/2010,15:29,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Z.T.|880-7477,No,No,38,No
660893,12/21/2010,10:17,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Visa,Z.Q.|880-4240,No,No,27,Yes
